Proto,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label,target
udp,CON,0.0,0.0,,,29.0,1.0,99.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000922,2,137,53,1084.598755,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,27.0,1.0,37.0,127.0,0.0,0.0,0.0,1,1,83,496,41,454,0.00094,2,579,495,1063.829834,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000324,2,214,130,3086.419922,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,3,3,219,372,93,246,2331.37915,6,591,339,0.002145,0.000858,0.000858,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,70,120,28,78,0.000296,2,190,106,3378.378174,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,20.0,127.0,108.0,0.0,0.0,0.0,2,2,540,962,456,877,2803.026123,4,1502,1333,0.00107,0.000357,0.000357,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,68,227,26,185,0.000388,2,295,211,2577.31958,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000581,2,214,130,1721.17041,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000406,2,214,130,2463.054199,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,22.0,1.0,106.0,127.0,0.0,0.0,0.0,1,1,78,484,36,442,0.001145,2,562,478,873.362427,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000416,2,214,130,2403.846191,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,17.0,126.0,111.0,0.0,0.0,0.0,1,1,182,62,140,20,0.248091,2,244,160,4.030779,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,75,350,33,308,0.329484,2,425,341,3.035049,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.002952,2,137,53,338.753387,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,75,525,33,483,0.000859,2,600,516,1164.144287,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,66646.0,6784.0,2.0,10.0,62.0,54.0,0.024582,0.007884,0.016698,8,7,1356,1552,816,1076,247.531815,15,2908,1892,0.056558,0.02828,0.02424,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,68,129,26,87,0.000303,2,197,113,3300.329834,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,18.0,1.0,110.0,127.0,0.0,0.0,0.0,2,2,141,624,57,540,1.124839,4,765,597,2.667048,0.889692,0.88998,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,2097152.0,0.0,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,132,120,0,0,0.601313,4,252,0,4.989082,1.697905,1.663553,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,1.0,17.0,127.0,111.0,0.0,0.0,0.0,5,4,880,248,670,80,1846.182495,9,1128,750,0.004333,0.002167,0.001625,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000191,2,214,130,5235.602051,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,10.0,1.0,118.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.000685,2,135,51,1459.854004,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,80,217,38,175,0.000275,2,297,213,3636.36377,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,129,37,87,0.000311,2,208,124,3215.434082,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,65128.0,7552.0,2.0,5.0,126.0,59.0,0.000906,0.000406,0.0005,6,4,1160,810,800,570,23.164782,10,1970,1370,0.388521,0.215845,0.199983,flow=Background-www.fel.cvut.cz,0
udp,CON,0.0,0.0,,,10.0,1.0,118.0,127.0,0.0,0.0,0.0,16,18,1100,5349,420,4593,3549.374512,34,6449,5013,0.009297,0.004226,0.00479,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,160,120,76,36,3414.048584,4,280,112,0.000879,0.000293,0.000293,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000245,2,214,130,4081.632568,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,4,4,720,248,552,80,1531.512207,8,968,632,0.004571,0.001959,0.001959,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,6,6,1467,392,1215,132,3097.263184,12,1859,1347,0.003552,0.001614,0.001614,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,21.0,1.0,107.0,127.0,0.0,0.0,0.0,2,2,146,120,62,36,3088.028076,4,266,98,0.000971,0.000324,0.000324,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000366,2,214,130,2732.240479,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,9088.0,7936.0,21.0,1.0,43.0,63.0,0.064319,0.001889,0.06243,12,12,1336,2444,536,1644,0.846281,24,3780,2180,27.177734,12.998047,14.027534,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000342,2,214,130,2923.976562,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000193,2,214,130,5181.347168,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,10.0,1.0,118.0,127.0,0.0,0.0,0.0,2,2,152,120,68,36,3049.431885,4,272,104,0.000984,0.000328,0.000328,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000298,2,214,130,3355.70459,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000286,2,214,130,3496.503662,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,19.0,62.0,109.0,0.0,0.0,0.0,1,1,73,60,31,18,0.120556,2,133,49,8.294901,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000315,2,214,130,3174.603027,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,2,2,548,121,464,36,1.798267,4,669,500,1.668273,0.557096,0.556332,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,18.0,1.0,110.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.000804,2,135,51,1243.781128,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,76,497,34,455,0.00101,2,573,489,990.098999,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,65169.0,65534.0,1.0,1.0,127.0,63.0,0.000265,0.000147,0.000118,8,7,1447,768,989,366,0.022381,15,2215,1355,625.530579,313.746582,269.856964,flow=To-Background-CVUT-Proxy,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,3,0,723,0,597,0,6.030915,3,723,597,0.331625,0.331625,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,76,496,34,454,0.0011,2,572,488,909.090942,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,83,133,41,91,0.000342,2,216,132,2923.976562,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,2,2,156,120,72,36,533.446716,4,276,108,0.005624,0.001875,0.001875,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000259,2,214,130,3861.003906,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000847,2,137,53,1180.637573,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,62.0,63.0,0.0,0.0,0.0,1,1,90,176,48,134,0.000325,2,266,182,3076.923096,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,18.0,1.0,46.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000909,2,137,53,1100.109985,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000248,2,214,130,4032.258057,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,73,60,31,18,0.000977,2,133,49,1023.541443,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,74,163,32,121,0.000361,2,237,153,2770.083008,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,65516.0,6912.0,2.0,22.0,126.0,42.0,0.200358,0.200121,0.000237,6,5,717,482,357,182,14.025521,11,1199,539,0.712986,0.361665,0.289323,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,5.0,127.0,59.0,0.0,0.0,0.0,1,1,87,166,45,124,0.000462,2,253,169,2164.502197,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000187,2,214,130,5347.59375,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,1,1,69,93,27,51,0.004688,2,162,78,213.310593,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,30.0,,98.0,,0.0,0.0,0.0,1,0,145,0,103,0,0.0,1,145,103,0.0,0.0,0.0,flow=Background-UDP-Attempt,0
tcp,CON,0.0,0.0,9436.0,65282.0,21.0,1.0,43.0,127.0,0.062426,0.000198,0.062228,1140,986,164875,106222,89635,41146,2532.994873,2126,271097,130781,0.838928,0.449665,0.388907,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,24.0,1.0,40.0,127.0,0.0,0.0,0.0,2,2,140,153,56,69,160.038681,4,293,125,0.018745,0.006249,0.006249,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,1,1,76,60,34,18,0.000853,2,136,52,1172.333008,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000311,2,214,130,3215.434082,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,65535.0,9648.0,1.0,8.0,127.0,56.0,0.001247,0.000779,0.000468,10,8,2656,3454,2078,2996,29.483225,18,6110,5074,0.576599,0.305269,0.237429,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,48.0,127.0,0.0,0.0,0.0,1,1,77,490,35,448,0.001272,2,567,483,786.163513,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,18.0,127.0,110.0,0.0,0.0,0.0,32,32,3074,2112,1730,767,3566.525146,64,5186,2497,0.017664,0.008692,0.008692,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,14720.0,363008.0,1.0,9.0,63.0,55.0,0.008702,0.008562,0.00014,4,2,272,140,0,0,16.152849,6,412,0,0.309543,0.185726,0.061942,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,70,70,28,28,0.000338,2,140,56,2958.579834,0.0,0.0,flow=From-Botnet-V42-UDP-DNS,1
tcp,FIN,0.0,0.0,65080.0,9664.0,2.0,10.0,126.0,54.0,0.008449,0.007829,0.00062,10,12,2430,1387,1842,697,51.091095,22,3817,2539,0.411031,0.176156,0.215336,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000279,2,214,130,3584.229492,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,76,60,34,18,0.001042,2,136,52,959.692871,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,46720.0,8008.0,1.0,17.0,63.0,47.0,0.121633,0.121196,0.000437,8,10,1682,6799,1200,6233,15.668782,18,8481,7433,1.08496,0.450228,0.578868,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,162,120,78,36,3041.015381,4,282,114,0.000987,0.000329,0.000329,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,74,93,32,51,0.003067,2,167,83,326.051514,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000407,2,214,130,2457.002441,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000215,2,214,130,4651.163086,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000248,2,214,130,4032.258057,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,23296.0,8198.0,1.0,13.0,63.0,243.0,0.09956,0.099407,0.000153,14,9,4773,3042,3841,2436,123.863846,23,7815,6277,0.177614,0.104954,0.064639,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,76,130,34,88,0.000309,2,206,122,3236.246094,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000292,2,214,130,3424.657471,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,,70.0,,20.0,,236.0,,0.0,0.0,0.0,1,0,60,0,0,0,0.0,1,60,0,0.0,0.0,0.0,flow=Background,0
udp,CON,0.0,0.0,,,3.0,1.0,253.0,63.0,0.0,0.0,0.0,1,1,79,380,37,338,0.000537,2,459,375,1862.197388,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,24.0,1.0,104.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000777,2,137,53,1287.001343,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,23.0,126.0,105.0,0.0,0.0,0.0,1,1,73,60,31,18,0.329274,2,133,49,3.036984,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000169,2,214,130,5917.159668,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,24.0,62.0,104.0,0.0,0.0,0.0,1,1,73,60,31,18,0.347806,2,133,49,2.875166,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,14.0,127.0,114.0,0.0,0.0,0.0,3,3,612,258,486,131,3311.551758,6,870,617,0.00151,0.000604,0.000604,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,73,163,31,121,0.000235,2,236,152,4255.319336,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,21.0,1.0,107.0,127.0,0.0,0.0,0.0,1,1,72,60,30,18,0.002725,2,132,48,366.972473,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,62.0,63.0,0.0,0.0,0.0,1,1,74,131,32,89,0.000281,2,205,121,3558.718994,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,80,151,38,109,0.000365,2,231,147,2739.72583,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,80,510,38,468,0.001582,2,590,506,632.111206,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,17.0,127.0,111.0,0.0,0.0,0.0,1,1,75,60,33,18,0.111762,2,135,51,8.947585,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,87,151,45,109,0.000335,2,238,154,2985.074707,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,83,225,41,183,0.000238,2,308,224,4201.680664,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,3.0,1.0,253.0,63.0,0.0,0.0,0.0,1,1,83,133,41,91,0.000323,2,216,132,3095.975342,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.000818,2,135,51,1222.493896,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,60,68,18,26,0.000542,2,128,44,1845.018433,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000155,2,214,130,6451.612793,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,3,3,636,795,510,668,1.87139,6,1431,1178,2.671811,1.070308,1.069315,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000233,2,214,130,4291.845703,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,163,37,121,0.000358,2,242,158,2793.296143,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000333,2,214,130,3003.00293,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000149,2,214,130,6711.40918,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,2,2,190,124,106,40,395.737518,4,314,146,0.007581,0.002527,0.002527,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,21.0,1.0,107.0,127.0,0.0,0.0,0.0,1,1,78,60,36,18,0.000811,2,138,54,1233.045654,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,2,2,155,120,71,36,1795.328125,4,275,107,0.001671,0.000557,0.000557,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000328,2,214,130,3048.780518,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,467,60,425,17,0.002531,2,527,442,395.100769,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,66,141,24,99,0.000246,2,207,123,4065.040527,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,70,162,28,120,0.00039,2,232,148,2564.102539,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,65700.0,26240.0,1.0,8.0,127.0,56.0,0.011557,0.000759,0.010798,77,182,12462,260279,7878,250433,41.805401,259,272741,258311,6.171452,1.817947,4.330187,flow=Background-TCP-Established,0
tcp,REQ,0.0,,0.0,,24.0,,104.0,,0.0,0.0,0.0,1,0,60,0,0,0,0.0,1,60,0,0.0,0.0,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,2.0,1.0,62.0,63.0,0.0,0.0,0.0,1,1,76,149,34,107,0.000205,2,225,141,4878.048828,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,16640.0,7680.0,2.0,9.0,62.0,55.0,0.008286,0.008103,0.000183,6,4,1387,1277,983,1005,114.940331,10,2664,1988,0.078301,0.043501,0.026102,flow=Background-Established-cmpgw-CVUT,0
tcp,FIN,0.0,0.0,41600.0,6912.0,17.0,0.0,47.0,64.0,0.030378,5.3e-05,0.030325,21,23,1832,26339,438,24813,1.859268,44,28171,25251,23.127382,10.757228,11.832951,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,20.0,1.0,108.0,127.0,0.0,0.0,0.0,6,6,477,360,225,108,1875.746948,12,837,333,0.005864,0.002666,0.002666,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,3,3,237,180,111,54,2760.62915,6,417,165,0.001811,0.000724,0.000724,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000381,2,214,130,2624.671875,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,89,174,47,132,0.000119,2,263,179,8403.361328,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,74,125,32,83,0.00019,2,199,115,5263.157715,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,90,61,48,19,0.000889,2,151,67,1124.859375,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000907,2,137,53,1102.535889,0.0,0.0,flow=Background-UDP-Established,0
tcp,REQ,0.0,,69632.0,,15.0,,113.0,,0.0,0.0,0.0,1,0,66,0,0,0,0.0,1,66,0,0.0,0.0,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,11.0,1.0,117.0,127.0,0.0,0.0,0.0,1,1,79,60,37,18,0.000926,2,139,55,1079.913574,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,2,2,148,120,64,36,2992.055176,4,268,100,0.001003,0.000334,0.000334,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,65535.0,0.0,1.0,26.0,127.0,38.0,0.0,0.0,0.0,3,3,186,180,0,0,1.913823,6,366,0,2.612572,1.275312,1.276722,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,5,5,420,305,210,95,1245.226562,10,725,305,0.007228,0.003212,0.003212,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,156,120,72,36,1946.615967,4,276,108,0.001541,0.000514,0.000514,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000227,2,214,130,4405.286621,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,2,2,156,120,72,36,3081.396729,4,276,108,0.000974,0.000325,0.000325,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,2,2,161,978,77,894,2237.895508,4,1139,971,0.001341,0.000447,0.000447,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,85,242,43,200,0.000247,2,327,243,4048.583252,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
